32,102,781,6.183081439836321,5.590176465039736,5.7546963819368555,5.620894374019382,11814191,120.8550283908844
128,102,781,6.183081439836321,5.590176465039736,5.7546963819368555,5.620894374019382,11814191,50.248130083084106
96,133,217,7.273307992390762,3.9694678943457573,4.289983132697494,3.071150999290206,11676921,76.44841194152832
48,133,217,7.273307992390762,3.9694678943457573,4.289983132697494,3.071150999290206,11676921,117.37626075744629
96,252,725,6.2373032958837715,3.2907716685187896,4.357392617337644,1.6604351108260595,17430898,192.61061334609985
16,252,725,6.2373032958837715,3.2907716685187896,4.357392617337644,1.6604351108260595,17430898,408.4982008934021
128,341,107,3.311747686361621,6.40230576711311,1.739618559997361,1.8618161874951387,17989870,118.86752557754517
96,341,107,3.311747686361621,6.40230576711311,1.739618559997361,1.8618161874951387,17989870,135.57671761512756
128,904,844,6.098822584344399,4.948858431674988,9.294823681073888,3.7748369740809755,11235031,82.3980164527893
96,904,844,6.098822584344399,4.948858431674988,9.294823681073888,3.7748369740809755,11235031,104.65030479431152
32,466,550,9.453059396728875,2.6376068744408525,1.4898037159447681,2.1312571387486843,17523465,265.72167897224426
16,466,550,9.453059396728875,2.6376068744408525,1.4898037159447681,2.1312571387486843,17523465,406.4194552898407
112,185,291,8.182844119628596,5.334444079007037,2.0306850507778647,7.619635005756859,12059529,43.631874084472656
80,185,291,8.182844119628596,5.334444079007037,2.0306850507778647,7.619635005756859,12059529,54.01329970359802
128,415,708,7.442532995646457,5.311246265209144,6.985754904827995,3.520695881496304,17873200,140.91542768478394
80,415,708,7.442532995646457,5.311246265209144,6.985754904827995,3.520695881496304,17873200,178.18487811088562
16,902,673,9.506262669615989,1.445587443156051,7.687050185955427,2.8267243917174447,15740638,412.34593963623047
64,902,673,9.506262669615989,1.445587443156051,7.687050185955427,2.8267243917174447,15740638,186.74001598358154
112,669,384,3.0521069713019053,4.343439001411941,8.491010877788153,6.752766913347123,17932908,50.10577607154846
64,669,384,3.0521069713019053,4.343439001411941,8.491010877788153,6.752766913347123,17932908,69.62239623069763
96,599,753,9.584807945097454,2.8571729916258484,6.974316373455896,3.5507204591775188,19306311,177.67715549468994
48,599,753,9.584807945097454,2.8571729916258484,6.974316373455896,3.5507204591775188,19306311,291.7003266811371
48,630,475,9.38712784419521,8.6087523291013,5.53890444976482,2.8559481276901604,17911852,294.31927585601807
16,630,475,9.38712784419521,8.6087523291013,5.53890444976482,2.8559481276901604,17911852,308.68527150154114
16,758,115,9.404335700682106,2.7698394401481687,4.453159036214604,3.44310320944853,19350950,313.0187087059021
80,758,115,9.404335700682106,2.7698394401481687,4.453159036214604,3.44310320944853,19350950,137.16585540771484
64,301,578,7.421146433479714,4.8518976879370275,1.296422690935597,4.7402252011185135,14837887,113.10307884216309
80,301,578,7.421146433479714,4.8518976879370275,1.296422690935597,4.7402252011185135,14837887,104.2721335887909
112,102,759,5.049539884120559,5.924532194298968,5.02424907754763,8.125701543161801,15606775,46.55866599082947
96,102,759,5.049539884120559,5.924532194298968,5.02424907754763,8.125701543161801,15606775,50.30067276954651
96,418,113,4.331267633326311,5.570721393921178,7.228044888172842,4.580624846870847,18497457,75.61189699172974
80,418,113,4.331267633326311,5.570721393921178,7.228044888172842,4.580624846870847,18497457,81.40244626998901
48,635,873,2.48908697661198,4.902630154058496,4.4472245636684855,8.862785957618062,18709459,108.32800436019897
96,635,873,2.48908697661198,4.902630154058496,4.4472245636684855,8.862785957618062,18709459,68.18712663650513
48,153,457,3.496347306424973,8.003011027966565,1.9632357480975613,4.930914102003877,16555604,79.83441948890686
16,153,457,3.496347306424973,8.003011027966565,1.9632357480975613,4.930914102003877,16555604,111.68191266059875
64,474,832,1.4860400633026278,4.898814115996155,6.08964368254385,2.815683121144604,18792224,109.02723050117493
32,474,832,1.4860400633026278,4.898814115996155,6.08964368254385,2.815683121144604,18792224,199.78894305229187
48,206,679,2.375253663750275,2.232095511818179,5.127540639849279,8.466139776119373,17583798,61.87967896461487
16,206,679,2.375253663750275,2.232095511818179,5.127540639849279,8.466139776119373,17583798,135.78570985794067
16,304,198,8.247017673427859,1.2985767594001871,3.192776717236365,4.025025880657914,19099311,218.10312747955322
48,304,198,8.247017673427859,1.2985767594001871,3.192776717236365,4.025025880657914,19099311,103.77856826782227
48,577,330,5.2028703916621915,8.498270001160547,4.316763333963703,2.1094946425360788,11921223,168.2510588169098
16,577,330,5.2028703916621915,8.498270001160547,4.316763333963703,2.1094946425360788,11921223,213.34273052215576
64,667,844,6.761501155451774,3.292028532218997,8.350320789599838,2.4651962277237773,16855989,246.42157101631165
16,667,844,6.761501155451774,3.292028532218997,8.350320789599838,2.4651962277237773,16855989,460.98777437210083
96,434,158,5.821877237136473,8.486086891978303,2.8485310393501706,6.8202282197316455,17075284,67.6766574382782
80,434,158,5.821877237136473,8.486086891978303,2.8485310393501706,6.8202282197316455,17075284,69.88990521430969
80,176,781,5.706740800744179,7.554680569578553,2.917555600192893,7.77608924516696,16062205,61.642775535583496
32,176,781,5.706740800744179,7.554680569578553,2.917555600192893,7.77608924516696,16062205,119.96431422233582
96,821,174,8.870055405364955,4.2665917371645286,8.96043838944166,8.81870928445895,17456405,67.1572515964508
32,821,174,8.870055405364955,4.2665917371645286,8.96043838944166,8.81870928445895,17456405,147.29940795898438
48,901,953,7.122115414610157,7.514918682669527,7.367158453283965,9.485047316950498,15754323,105.79726195335388
16,901,953,7.122115414610157,7.514918682669527,7.367158453283965,9.485047316950498,15754323,152.76061177253723
80,146,641,3.2855990457124014,2.055589989091674,7.5489257655911475,3.022392081198482,11623428,43.71827936172485
32,146,641,3.2855990457124014,2.055589989091674,7.5489257655911475,3.022392081198482,11623428,96.1649706363678
64,757,633,2.359821587102289,3.6454351937841074,5.052019293075398,4.966781075574862,18540574,86.74326348304749
80,757,633,2.359821587102289,3.6454351937841074,5.052019293075398,4.966781075574862,18540574,74.69539332389832
32,296,747,5.494465267781614,6.286862907863983,2.5604037102204704,1.0375264373667976,14916581,287.64009833335876
80,296,747,5.494465267781614,6.286862907863983,2.5604037102204704,1.0375264373667976,14916581,265.00911831855774
32,586,315,2.789290530931467,5.750660587365865,8.279232282276293,6.105710657314397,18249533,134.68201613426208
96,586,315,2.789290530931467,5.750660587365865,8.279232282276293,6.105710657314397,18249533,61.866729497909546
16,471,971,8.483063594956805,8.859168161812178,2.0051529731994986,2.6880190056769706,11147843,209.5826416015625
96,471,971,8.483063594956805,8.859168161812178,2.0051529731994986,2.6880190056769706,11147843,158.91662669181824
64,511,872,4.6313314277532305,9.218933136673321,5.044729939950668,2.1711972640609867,16903677,203.04092931747437
128,511,872,4.6313314277532305,9.218933136673321,5.044729939950668,2.1711972640609867,16903677,192.69587016105652
32,517,109,2.5792674870455867,1.4488739947272569,4.779038755482791,6.287098447904063,12976668,41.78869676589966
48,517,109,2.5792674870455867,1.4488739947272569,4.779038755482791,6.287098447904063,12976668,28.075674295425415
